ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10007773,The Open University,2024/25,England,South East,-4.7,72.5,55.7,149,10.4,2.2,-10.0,,,,,HESA table-14
10007774,The University of Oxford,2015/16,England,South East,-1.1,51.5,153.2,78,17.6,1.0,,,,,,HESA table-14
10007774,The University of Oxford,2016/17,England,South East,0.3,50.6,153.9,112,16.5,1.2,,44.627,,7.932,7.938,HESA table-14
10007774,The University of Oxford,2017/18,England,South East,2.5,43.9,126.5,89,42.7,1.3,,43.058,458.308,8.361,8.408,HESA table-14
10007774,The University of Oxford,2018/19,England,South East,-5.4,54.6,116.7,101,39.9,1.6,,44.514,472.649,8.245,8.236,HESA table-14
10007774,The University of Oxford,2019/20,England,South East,15.4,35.0,118.0,182,48.9,1.8,,46.84,477.354,7.985,7.858,HESA table-14
10007774,The University of Oxford,2020/21,England,South East,4.1,44.8,141.7,156,50.7,1.6,2.2,48.092,220.965,7.777,7.683,HESA table-14
10007774,The University of Oxford,2021/22,England,South East,-4.4,55.3,122.4,121,44.9,1.4,5.1,50.534,236.301,8.133,8.656,HESA table-14
10007774,The University of Oxford,2022/23,England,South East,11.7,38.3,118.9,124,41.8,1.4,-0.1,52.413,243.791,7.784,16.176,HESA table-14
10007774,The University of Oxford,2023/24,England,South East,25.9,24.9,137.9,132,41.4,1.4,-1.6,,,,,HESA table-14
10007774,The University of Oxford,2024/25,England,South East,4.2,46.0,148.9,113,44.5,1.4,0.1,,,,,HESA table-14
10007775,Queen Mary University of London,2015/16,England,London,3.1,57.2,102.4,28,27.9,0.7,,,,,,HESA table-14
10007775,Queen Mary University of London,2016/17,England,London,4.5,55.6,100.3,27,23.3,0.8,,49.958,,5.505,5.396,HESA table-14
10007775,Queen Mary University of London,2017/18,England,London,2.9,55.6,96.2,28,19.7,0.8,,49.628,56.637,5.541,5.666,HESA table-14
10007775,Queen Mary University of London,2018/19,England,London,-8.9,69.9,79.5,135,49.6,2.1,,49.893,56.057,5.512,5.004,HESA table-14
10007775,Queen Mary University of London,2019/20,England,London,13.9,48.6,87.7,175,47.7,2.3,,51.204,57.53,5.859,4.805,HESA table-14
10007775,Queen Mary University of London,2020/21,England,London,7.7,55.0,90.5,203,47.0,2.3,9.3,51.573,59.495,5.817,4.749,HESA table-14
10007775,Queen Mary University of London,2021/22,England,London,0.6,63.3,82.5,206,33.1,2.3,13.7,53.194,62.029,5.941,5.076,HESA table-14
10007775,Queen Mary University of London,2022/23,England,London,11.3,48.7,90.4,225,28.3,2.5,5.4,55.686,65.525,5.908,5.017,HESA table-14
10007775,Queen Mary University of London,2023/24,England,London,26.5,31.5,111.3,263,26.4,2.4,4.3,,,,,HESA table-14
10007775,Queen Mary University of London,2024/25,England,London,4.9,55.2,115.0,175,24.2,2.1,4.4,,,,,HESA table-14
10007776,Roehampton University,2015/16,England,London,8.3,51.5,15.7,72,66.6,1.4,,,,,,HESA table-14
10007776,Roehampton University,2016/17,England,London,3.9,51.4,23.3,104,75.9,1.9,,43.4,,6.037,5.583,HESA table-14
10007776,Roehampton University,2017/18,England,London,0.8,53.4,38.9,90,65.8,2.2,,44.597,53.08,6.189,5.767,HESA table-14
10007776,Roehampton University,2018/19,England,London,-2.3,46.5,23.0,84,64.6,1.8,,47.645,50.843,5.835,5.515,HESA table-14
10007776,Roehampton University,2019/20,England,London,-2.8,45.9,4.5,47,61.1,1.2,,48.723,49.766,5.09,4.765,HESA table-14
10007776,Roehampton University,2020/21,England,London,-3.2,47.4,6.8,85,66.0,1.4,1.8,45.099,50.575,4.945,4.534,HESA table-14
10007776,Roehampton University,2021/22,England,London,-6.3,54.3,49.7,117,60.5,1.2,2.3,49.434,55.126,5.158,4.464,HESA table-14
10007776,Roehampton University,2022/23,England,London,4.7,41.6,62.9,94,51.4,1.2,0.5,54.298,61.545,4.917,4.66,HESA table-14
10007776,Roehampton University,2023/24,England,London,-5.9,43.2,58.0,58,48.1,1.1,0.5,,,,,HESA table-14
10007776,Roehampton University,2024/25,England,London,2.3,44.1,57.8,61,44.2,0.9,2.0,,,,,HESA table-14
10007777,Royal College of Art,2015/16,England,London,6.9,39.8,153.9,165,17.1,1.9,,,,,,HESA table-14
10007777,Royal College of Art,2016/17,England,London,26.2,30.3,142.5,63,11.1,0.9,,51.086,,4.404,4.26,HESA table-14
10007777,Royal College of Art,2017/18,England,London,11.7,35.7,155.0,67,0.0,0.6,,52.068,48.335,4.436,4.315,HESA table-14
10007777,Royal College of Art,2018/19,England,London,23.9,32.9,149.8,145,0.0,1.1,,51.761,47.799,4.733,4.639,HESA table-14
10007777,Royal College of Art,2019/20,England,London,15.9,37.6,177.0,65,4.0,0.6,,53.316,48.758,4.745,4.362,HESA table-14
10007777,Royal College of Art,2020/21,England,London,16.9,39.0,187.2,86,35.1,0.7,17.8,52.779,47.742,4.794,4.627,HESA table-14
10007777,Royal College of Art,2021/22,England,London,16.2,37.2,172.7,106,38.6,0.6,17.6,52.743,45.376,4.873,4.786,HESA table-14
10007777,Royal College of Art,2022/23,England,London,9.4,42.7,155.0,95,32.5,0.7,4.9,57.149,55.318,4.62,4.526,HESA table-14
10007777,Royal College of Art,2023/24,England,London,4.6,46.3,150.0,51,21.7,0.5,0.8,,,,,HESA table-14
10007777,Royal College of Art,2024/25,England,London,0.2,51.8,171.0,49,18.3,0.4,3.0,,,,,HESA table-14
10007778,Royal College of Music,2015/16,England,London,9.7,52.2,154.3,358,7.6,5.9,,,,,,HESA table-14
10007778,Royal College of Music,2016/17,England,London,30.0,37.0,108.8,313,4.7,6.5,,44.297,,4.65,5.083,HESA table-14
10007778,Royal College of Music,2017/18,England,London,29.9,38.9,123.3,472,3.9,9.1,,43.079,39.488,4.921,5.515,HESA table-14
10007778,Royal College of Music,2018/19,England,London,4.4,56.4,129.5,108,6.9,2.3,,43.719,42.936,4.986,5.567,HESA table-14
10007778,Royal College of Music,2019/20,England,London,5.6,50.1,199.1,146,31.1,3.2,,48.276,42.611,4.723,4.664,HESA table-14
10007778,Royal College of Music,2020/21,England,London,7.3,52.3,210.2,134,23.7,1.1,0.6,47.612,30.756,4.789,4.629,HESA table-14
10007778,Royal College of Music,2021/22,England,London,0.3,56.9,183.8,107,14.2,2.8,0.7,44.312,32.472,5.145,5.166,HESA table-14
10007778,Royal College of Music,2022/23,England,London,4.9,49.0,169.1,84,6.0,2.2,-1.4,41.644,28.363,5.859,5.89,HESA table-14
10007778,Royal College of Music,2023/24,England,London,15.9,36.3,168.5,138,5.0,3.3,-3.0,,,,,HESA table-14
10007778,Royal College of Music,2024/25,England,London,12.8,44.6,156.6,167,0.5,4.3,0.7,,,,,HESA table-14
10007779,The Royal Veterinary College,2015/16,England,London,3.7,55.4,169.4,121,27.9,2.1,,,,,,HESA table-14
10007779,The Royal Veterinary College,2016/17,England,London,8.2,52.7,164.7,136,24.7,2.2,,43.511,,5.677,6.472,HESA table-14
10007779,The Royal Veterinary College,2017/18,England,London,8.7,51.7,166.0,227,2.0,3.5,,42.762,84.374,5.893,6.689,HESA table-14
10007779,The Royal Veterinary College,2018/19,England,London,-7.1,66.0,142.8,159,45.6,2.8,,46.076,88.898,5.578,6.387,HESA table-14
10007779,The Royal Veterinary College,2019/20,England,London,17.2,43.7,148.8,225,42.0,2.5,,47.177,67.479,5.532,6.434,HESA table-14
10007779,The Royal Veterinary College,2020/21,England,London,8.0,54.2,155.2,186,40.6,2.6,6.6,46.677,66.369,5.592,6.178,HESA table-14
10007779,The Royal Veterinary College,2021/22,England,London,-8.5,68.5,147.6,160,41.6,3.0,5.8,48.328,70.586,5.483,6.336,HESA table-14
10007779,The Royal Veterinary College,2022/23,England,London,10.8,49.4,143.1,205,37.1,3.3,9.8,52.204,73.81,5.287,6.099,HESA table-14
10007779,The Royal Veterinary College,2023/24,England,London,25.5,34.2,158.7,42,35.4,1.1,10.8,,,,,HESA table-14
10007779,The Royal Veterinary College,2024/25,England,London,3.6,53.4,158.1,152,34.3,2.9,10.7,,,,,HESA table-14
10007780,SOAS University of London,2015/16,England,London,3.1,58.1,68.3,50,15.5,0.6,,,,,,HESA table-14
10007780,SOAS University of London,2016/17,England,London,0.5,56.2,67.1,34,13.0,0.6,,48.044,,4.787,5.365,HESA table-14
10007780,SOAS University of London,2017/18,England,London,-2.8,57.5,58.0,59,17.6,0.7,,49.054,51.81,4.77,5.222,HESA table-14
10007780,SOAS University of London,2018/19,England,London,-26.4,85.1,33.5,47,17.5,0.6,,48.18,53.587,4.961,5.134,HESA table-14
10007780,SOAS University of London,2019/20,England,London,9.1,50.9,50.0,57,5.7,0.7,,48.069,56.852,5.055,5.153,HESA table-14
10007780,SOAS University of London,2020/21,England,London,11.9,54.9,63.4,97,5.2,1.2,8.9,47.76,56.48,5.067,5.393,HESA table-14
10007780,SOAS University of London,2021/22,England,London,-20.2,80.9,38.8,109,4.2,1.6,21.5,48.391,57.37,4.629,5.215,HESA table-14
10007780,SOAS University of London,2022/23,England,London,12.8,49.1,49.5,146,3.6,1.6,10.4,51.847,62.845,5.844,6.105,HESA table-14
10007780,SOAS University of London,2023/24,England,London,32.7,29.3,77.2,192,2.8,1.8,11.4,,,,,HESA table-14
10007780,SOAS University of London,2024/25,England,London,3.9,59.1,80.6,138,2.4,1.9,11.9,,,,,HESA table-14
10007782,"St George's, University of London",2015/16,England,London,3.9,56.1,39.6,62,29.1,1.2,,,,,,HESA table-14
10007782,"St George's, University of London",2016/17,England,London,-1.5,56.2,34.6,45,27.7,0.8,,51.101,,5.401,4.34,HESA table-14
10007782,"St George's, University of London",2017/18,England,London,2.9,54.5,37.3,28,25.5,0.8,,52.689,74.015,5.314,4.282,HESA table-14
10007782,"St George's, University of London",2018/19,England,London,-11.2,68.0,25.2,27,23.4,0.7,,52.585,79.984,5.439,4.369,HESA table-14
10007782,"St George's, University of London",2019/20,England,London,1.0,56.0,26.6,26,23.0,0.6,,53.576,70.712,4.778,3.753,HESA table-14
10007782,"St George's, University of London",2020/21,England,London,1.5,62.0,30.7,51,21.2,0.7,3.9,56.301,83.434,4.547,3.574,HESA table-14
10007782,"St George's, University of London",2021/22,England,London,-9.8,72.4,21.0,88,19.2,0.9,3.5,53.936,78.979,4.821,3.767,HESA table-14
10007782,"St George's, University of London",2022/23,England,London,1.8,58.9,22.5,62,17.2,0.7,1.9,59.727,85.957,4.655,3.637,HESA table-14
10007783,The University of Aberdeen,2015/16,Scotland,Scotland,-2.0,58.1,142.5,38,31.3,0.7,,,,,,HESA table-14
10007783,The University of Aberdeen,2016/17,Scotland,Scotland,-3.1,60.5,150.2,49,31.6,0.8,,40.359,,6.863,6.415,HESA table-14
10007783,The University of Aberdeen,2017/18,Scotland,Scotland,-3.4,62.0,155.4,55,31.1,0.8,,41.133,,6.856,11.523,HESA table-14
10007783,The University of Aberdeen,2018/19,Scotland,Scotland,-19.3,78.4,124.1,59,55.0,1.0,,41.51,55.57,6.023,5.215,HESA table-14
10007783,The University of Aberdeen,2019/20,Scotland,Scotland,14.5,49.4,129.5,205,55.1,2.0,,42.887,58.082,5.946,5.374,HESA table-14
10007783,The University of Aberdeen,2020/21,Scotland,Scotland,3.0,62.3,140.9,190,54.2,1.6,6.0,42.77,57.368,5.354,4.774,HESA table-14
10007783,The University of Aberdeen,2021/22,Scotland,Scotland,-20.2,82.7,111.4,134,44.9,1.8,0.9,44.615,58.962,5.828,5.049,HESA table-14
10007783,The University of Aberdeen,2022/23,Scotland,Scotland,3.5,56.2,110.2,154,43.3,1.9,1.6,46.149,60.622,6.089,5.623,HESA table-14
10007783,The University of Aberdeen,2023/24,Scotland,Scotland,27.7,30.7,143.6,138,32.7,1.3,0.1,,,,,HESA table-14
10007783,The University of Aberdeen,2024/25,Scotland,Scotland,-2.6,62.6,145.5,109,33.0,1.4,2.7,,,,,HESA table-14
10007784,University College London,2015/16,England,London,9.1,51.0,79.6,49,5.5,0.9,,,,,,HESA table-14
10007784,University College London,2016/17,England,London,5.4,53.0,86.5,66,12.8,0.9,,39.129,,9.252,8.025,HESA table-14
10007784,University College London,2017/18,England,London,9.2,50.0,89.2,59,11.4,0.8,,50.942,59.334,7.224,6.22,HESA table-14
10007784,University College London,2018/19,England,London,-12.4,70.3,76.2,71,22.2,0.9,,52.289,61.676,7.191,6.167,HESA table-14
10007784,University College London,2019/20,England,London,13.4,45.2,86.0,83,21.1,0.8,,54.212,63.492,7.12,6.996,HESA table-14
10007784,University College London,2020/21,England,London,6.2,54.9,90.3,156,36.8,1.1,29.9,54.314,62.761,7.567,8.516,HESA table-14
10007784,University College London,2021/22,England,London,-13.5,72.4,69.4,108,33.6,1.0,16.1,55.584,63.336,6.675,6.937,HESA table-14
10007784,University College London,2022/23,England,London,11.0,46.6,73.4,134,29.7,1.1,12.7,59.75,65.145,6.36,6.627,HESA table-14
10007784,University College London,2023/24,England,London,26.8,30.2,97.5,143,28.0,1.1,3.8,,,,,HESA table-14
10007784,University College London,2024/25,England,London,4.6,52.6,96.0,125,26.1,1.3,17.5,,,,,HESA table-14
10007785,The University of Bradford,2015/16,England,Yorkshire and The Humber,-2.3,60.5,28.9,90,16.1,1.4,,,,,,HESA table-14
10007785,The University of Bradford,2016/17,England,Yorkshire and The Humber,-4.9,63.5,50.7,71,17.4,1.1,,39.437,,6.339,4.941,HESA table-14
10007785,The University of Bradford,2017/18,England,Yorkshire and The Humber,-11.0,62.6,47.9,63,20.4,0.9,,40.431,55.698,6.208,4.849,HESA table-14
10007785,The University of Bradford,2018/19,England,Yorkshire and The Humber,-19.1,79.4,10.9,72,21.4,1.3,,44.722,66.899,5.613,4.597,HESA table-14
10007785,The University of Bradford,2019/20,England,Yorkshire and The Humber,11.1,49.0,-5.7,103,21.7,1.4,,44.931,67.063,5.119,4.251,HESA table-14
10007785,The University of Bradford,2020/21,England,Yorkshire and The Humber,1.2,59.1,22.4,144,21.6,1.8,5.5,46.637,69.109,4.932,4.207,HESA table-14
10007785,The University of Bradford,2021/22,England,Yorkshire and The Humber,-15.4,69.8,29.1,150,17.1,1.7,11.0,47.76,72.805,4.899,4.441,HESA table-14
10007785,The University of Bradford,2022/23,England,Yorkshire and The Humber,3.2,49.7,27.8,140,13.3,1.6,3.1,46.247,62.254,5.298,5.223,HESA table-14
10007785,The University of Bradford,2023/24,England,Yorkshire and The Humber,26.7,26.1,58.8,137,14.0,1.5,-4.1,,,,,HESA table-14
10007785,The University of Bradford,2024/25,England,Yorkshire and The Humber,-7.7,60.2,54.8,55,16.4,1.1,-1.0,,,,,HESA table-14
10007786,The University of Bristol,2015/16,England,South West,6.8,49.4,128.2,174,43.4,2.4,,,,,,HESA table-14
10007786,The University of Bristol,2016/17,England,South West,7.8,49.0,135.5,275,65.0,3.1,,40.378,,6.712,7.445,HESA table-14
10007786,The University of Bristol,2017/18,England,South West,1.1,50.9,133.2,220,60.4,2.5,,41.094,44.872,6.862,7.391,HESA table-14
10007786,The University of Bristol,2018/19,England,South West,-9.8,66.7,123.8,162,56.5,2.3,,42.921,47.981,6.71,7.175,HESA table-14
10007786,The University of Bristol,2019/20,England,South West,11.7,47.0,134.5,207,63.9,1.7,,44.078,51.741,6.466,6.963,HESA table-14
10007786,The University of Bristol,2020/21,England,South West,8.5,52.3,141.9,196,52.0,2.1,1.5,43.085,50.587,6.731,6.95,HESA table-14
10007786,The University of Bristol,2021/22,England,South West,-15.8,73.6,121.1,145,47.3,2.0,5.7,44.623,54.604,6.723,7.182,HESA table-14
10007786,The University of Bristol,2022/23,England,South West,10.4,45.9,126.0,154,43.7,1.9,3.3,46.156,57.739,6.001,6.839,HESA table-14
10007786,The University of Bristol,2023/24,England,South West,27.0,25.4,136.5,120,37.6,1.6,4.2,,,,,HESA table-14
10007786,The University of Bristol,2024/25,England,South West,5.7,45.0,133.8,51,34.6,1.2,6.3,,,,,HESA table-14
10007787,The University of Buckingham,2015/16,England,South East,20.1,42.1,37.6,148,14.1,0.9,,,,,,HESA table-14
10007787,The University of Buckingham,2016/17,England,South East,11.0,45.1,42.2,107,0.0,0.8,,inf,,0.0,0.0,HESA table-14
10007787,The University of Buckingham,2017/18,England,South East,9.7,42.9,38.2,166,22.3,1.1,,inf,,0.0,0.0,HESA table-14
10007787,The University of Buckingham,2021/22,England,South East,7.2,39.3,23.1,99,11.5,1.0,-0.1,39.068,59.021,4.377,5.536,HESA table-14
10007787,The University of Buckingham,2022/23,England,South East,-5.0,42.7,16.8,99,10.4,0.9,22.6,44.028,65.507,3.975,4.394,HESA table-14
10007787,The University of Buckingham,2023/24,England,South East,11.7,35.7,26.0,110,9.3,0.9,11.4,,,,,HESA table-14
10007787,The University of Buckingham,2024/25,England,South East,-2.5,43.1,21.2,88,8.6,1.0,-37.4,,,,,HESA table-14
10007788,The University of Cambridge,2015/16,England,East of England,3.7,42.3,153.2,118,21.3,1.3,,,,,,HESA table-14
10007788,The University of Cambridge,2016/17,England,East of England,3.4,42.7,162.2,133,18.6,1.2,,37.902,,9.05,7.571,HESA table-14
10007788,The University of Cambridge,2017/18,England,East of England,2.7,43.2,167.1,272,48.5,1.7,,38.96,42.843,10.113,9.602,HESA table-14
10007788,The University of Cambridge,2018/19,England,East of England,-5.3,51.8,138.8,209,45.2,1.7,,39.605,48.061,9.393,9.23,HESA table-14
10007788,The University of Cambridge,2019/20,England,East of England,5.1,38.0,143.6,262,52.6,1.8,,39.671,44.934,9.554,8.938,HESA table-14
10007788,The University of Cambridge,2020/21,England,East of England,4.8,45.5,156.8,286,51.0,2.0,5.6,41.252,46.151,9.188,8.836,HESA table-14
10007788,The University of Cambridge,2021/22,England,East of England,-3.7,58.8,181.1,235,43.5,1.7,5.5,43.291,47.835,8.893,9.228,HESA table-14
10007788,The University of Cambridge,2022/23,England,East of England,8.0,40.5,176.3,206,34.9,1.6,1.2,46.054,53.676,8.642,8.376,HESA table-14
10007788,The University of Cambridge,2023/24,England,East of England,14.7,31.4,192.7,209,34.3,1.6,-2.8,,,,,HESA table-14
10007788,The University of Cambridge,2024/25,England,East of England,-0.9,47.3,195.1,216,33.4,1.7,1.7,,,,,HESA table-14
10007789,The University of East Anglia,2015/16,England,East of England,0.9,55.5,124.5,115,60.8,1.4,,,,,,HESA table-14
10007789,The University of East Anglia,2016/17,England,East of England,2.5,55.3,121.2,131,55.8,1.5,,27.78,,8.639,9.16,HESA table-14
10007789,The University of East Anglia,2017/18,England,East of England,15.0,48.2,115.6,166,44.8,2.1,,34.297,46.734,7.377,7.734,HESA table-14
10007789,The University of East Anglia,2018/19,England,East of England,-17.2,75.3,102.7,92,47.9,1.4,,39.794,47.651,6.659,7.031,HESA table-14
10007789,The University of East Anglia,2019/20,England,East of England,7.5,50.3,108.8,97,47.8,1.2,,40.726,52.883,6.63,6.989,HESA table-14
10007789,The University of East Anglia,2020/21,England,East of England,1.3,58.1,106.8,101,49.5,1.1,4.4,40.632,52.465,6.128,6.507,HESA table-14
10007789,The University of East Anglia,2021/22,England,East of England,-23.1,78.2,89.9,75,44.0,1.0,0.6,40.418,52.61,7.002,6.531,HESA table-14
10007789,The University of East Anglia,2022/23,England,East of England,1.9,50.5,83.9,70,40.3,0.8,1.3,42.369,55.588,7.907,9.089,HESA table-14
10007789,The University of East Anglia,2023/24,England,East of England,24.8,27.5,107.4,103,46.8,0.8,1.1,,,,,HESA table-14
10007789,The University of East Anglia,2024/25,England,East of England,-4.8,58.6,100.4,83,50.6,0.6,3.1,,,,,HESA table-14
10007790,The University of Edinburgh,2015/16,Scotland,Scotland,7.1,52.6,169.2,179,28.5,1.9,,,,,,HESA table-14
10007790,The University of Edinburgh,2016/17,Scotland,Scotland,6.1,53.0,172.9,197,34.7,1.9,,36.745,,6.994,6.446,HESA table-14
10007790,The University of Edinburgh,2017/18,Scotland,Scotland,2.8,53.0,176.3,169,39.6,1.8,,36.896,,4.635,4.085,HESA table-14
10007790,The University of Edinburgh,2018/19,Scotland,Scotland,-12.2,68.7,140.7,139,55.4,1.7,,37.349,47.405,9.157,7.884,HESA table-14
10007790,The University of Edinburgh,2019/20,Scotland,Scotland,17.0,41.7,147.7,291,53.7,2.5,,37.923,48.091,9.018,7.601,HESA table-14
10007790,The University of Edinburgh,2020/21,Scotland,Scotland,10.7,52.0,153.7,269,50.4,2.3,7.7,39.362,66.012,7.825,6.582,HESA table-14
10007790,The University of Edinburgh,2021/22,Scotland,Scotland,-7.1,68.0,144.0,182,42.9,2.3,2.1,40.097,55.992,8.529,7.123,HESA table-14
10007790,The University of Edinburgh,2022/23,Scotland,Scotland,11.4,47.2,147.0,238,39.5,2.3,2.9,41.082,56.697,8.471,7.192,HESA table-14
10007790,The University of Edinburgh,2023/24,Scotland,Scotland,26.3,28.1,165.5,143,38.3,1.5,-0.8,,,,,HESA table-14
10007790,The University of Edinburgh,2024/25,Scotland,Scotland,1.4,56.2,164.8,96,36.4,1.5,2.1,,,,,HESA table-14
10007791,The University of Essex,2015/16,England,East of England,2.7,52.2,96.3,92,57.7,1.3,,,,,,HESA table-14
10007791,The University of Essex,2016/17,England,East of England,8.4,49.8,97.8,134,79.4,3.3,,37.109,,6.925,6.762,HESA table-14
10007791,The University of Essex,2017/18,England,East of England,2.7,53.7,103.6,182,77.2,3.0,,38.994,60.683,7.411,7.182,HESA table-14
10007791,The University of Essex,2018/19,England,East of England,-14.5,65.2,79.0,101,60.3,1.9,,39.197,60.6,7.654,7.423,HESA table-14
10007791,The University of Essex,2019/20,England,East of England,15.6,42.0,92.4,118,58.8,1.8,,39.589,61.53,7.199,7.106,HESA table-14
10007791,The University of Essex,2020/21,England,East of England,-4.6,54.2,83.4,109,55.4,1.6,3.9,38.434,58.997,7.545,7.33,HESA table-14
10007791,The University of Essex,2021/22,England,East of England,-14.7,69.7,61.6,131,50.2,1.7,6.8,39.674,61.531,7.814,7.205,HESA table-14
10007791,The University of Essex,2022/23,England,East of England,6.5,47.4,58.3,125,42.1,1.8,2.9,41.629,62.353,7.831,7.125,HESA table-14
10007791,The University of Essex,2023/24,England,East of England,16.1,31.6,74.7,125,43.7,1.6,0.2,,,,,HESA table-14
10007791,The University of Essex,2024/25,England,East of England,-7.0,58.6,73.7,75,46.5,1.3,-0.9,,,,,HESA table-14
10007792,The University of Exeter,2015/16,England,South West,3.5,49.7,119.4,136,76.7,1.6,,,,,,HESA table-14
10007792,The University of Exeter,2016/17,England,South West,1.9,52.0,118.9,133,55.1,1.6,,37.224,,8.462,9.371,HESA table-14
10007792,The University of Exeter,2017/18,England,South West,0.3,53.6,120.2,103,57.7,1.5,,37.963,48.695,8.298,8.995,HESA table-14
10007792,The University of Exeter,2018/19,England,South West,-17.0,73.5,93.9,104,53.5,1.6,,39.411,50.494,7.993,8.726,HESA table-14
10007792,The University of Exeter,2019/20,England,South West,14.2,42.3,99.0,114,51.8,1.4,,40.813,51.312,7.718,11.355,HESA table-14
10007792,The University of Exeter,2020/21,England,South West,-2.3,59.6,93.4,109,50.1,1.4,2.5,41.693,51.902,6.668,9.223,HESA table-14
10007792,The University of Exeter,2021/22,England,South West,-16.8,74.8,65.1,103,43.0,1.6,2.5,42.895,53.967,6.411,7.085,HESA table-14
10007792,The University of Exeter,2022/23,England,South West,4.6,48.0,63.4,130,40.2,1.6,1.5,44.516,55.249,6.515,7.395,HESA table-14
10007792,The University of Exeter,2023/24,England,South West,27.7,29.5,87.6,177,38.7,1.7,1.9,,,,,HESA table-14
10007792,The University of Exeter,2024/25,England,South West,0.3,56.8,86.0,127,37.9,1.6,1.8,,,,,HESA table-14
10007793,University of South Wales,2015/16,Wales,Wales,4.4,56.1,30.8,209,37.3,2.2,,,,,,HESA table-14
10007793,University of South Wales,2016/17,Wales,Wales,3.2,59.1,30.8,196,36.8,2.6,,39.127,,5.75,4.469,HESA table-14
10007793,University of South Wales,2017/18,Wales,Wales,2.7,58.9,48.7,209,35.0,2.8,,39.967,,5.63,4.325,HESA table-14
10007793,University of South Wales,2018/19,Wales,Wales,2.8,58.0,35.7,221,30.5,2.9,,40.265,45.07,5.588,4.158,HESA table-14
10007793,University of South Wales,2019/20,Wales,Wales,-0.3,59.6,25.0,234,29.1,3.1,,40.974,45.994,5.589,4.129,HESA table-14
10007793,University of South Wales,2020/21,Wales,Wales,2.9,60.1,35.1,322,26.1,3.0,7.5,41.593,46.523,5.506,3.954,HESA table-14
10007793,University of South Wales,2021/22,Wales,Wales,1.3,57.8,98.8,337,22.4,2.7,8.5,42.801,46.984,4.86,4.11,HESA table-14
10007793,University of South Wales,2022/23,Wales,Wales,2.5,53.6,114.1,353,19.1,2.6,3.6,43.115,48.079,4.546,4.245,HESA table-14
10007793,University of South Wales,2023/24,Wales,Wales,-0.5,54.0,110.2,318,16.8,2.7,-0.2,,,,,HESA table-14
10007793,University of South Wales,2024/25,Wales,Wales,-0.5,56.6,120.6,296,16.9,2.7,-2.3,,,,,HESA table-14
10007794,The University of Glasgow,2015/16,Scotland,Scotland,2.0,50.7,100.6,131,12.0,1.2,,,,,,HESA table-14
10007794,The University of Glasgow,2016/17,Scotland,Scotland,6.3,53.2,99.5,158,40.3,1.3,,41.722,,6.687,5.824,HESA table-14
10007794,The University of Glasgow,2017/18,Scotland,Scotland,2.8,52.8,103.7,131,38.9,1.2,,42.723,,6.741,5.839,HESA table-14
10007794,The University of Glasgow,2018/19,Scotland,Scotland,-10.1,67.5,88.5,103,35.6,1.2,,42.996,46.872,6.931,5.998,HESA table-14
10007794,The University of Glasgow,2019/20,Scotland,Scotland,14.3,46.0,97.9,271,36.8,1.8,,43.864,37.75,7.022,6.03,HESA table-14
10007794,The University of Glasgow,2020/21,Scotland,Scotland,14.4,49.8,94.3,278,31.1,1.8,23.0,42.114,37.04,7.361,6.356,HESA table-14
10007794,The University of Glasgow,2021/22,Scotland,Scotland,-7.9,70.1,79.3,220,27.1,2.1,18.7,43.036,37.926,7.319,6.454,HESA table-14
10007794,The University of Glasgow,2022/23,Scotland,Scotland,12.7,42.8,86.7,282,26.3,2.1,10.2,46.905,40.174,7.121,6.146,HESA table-14
10007794,The University of Glasgow,2023/24,Scotland,Scotland,30.9,24.6,118.0,345,26.1,1.9,4.1,,,,,HESA table-14
10007794,The University of Glasgow,2024/25,Scotland,Scotland,6.0,50.3,114.6,225,23.7,2.0,5.4,,,,,HESA table-14
10007795,The University of Leeds,2015/16,England,Yorkshire and The Humber,2.0,54.8,99.2,212,49.7,2.3,,,,,,HESA table-14
10007795,The University of Leeds,2016/17,England,Yorkshire and The Humber,1.7,55.0,99.4,181,45.7,2.0,,41.351,,6.795,5.561,HESA table-14
10007795,The University of Leeds,2017/18,England,Yorkshire and The Humber,1.4,54.1,102.3,170,42.6,1.9,,41.138,53.168,6.831,5.636,HESA table-14
10007795,The University of Leeds,2018/19,England,Yorkshire and The Humber,-12.4,69.2,74.4,135,37.8,1.8,,41.874,53.511,6.711,5.521,HESA table-14
10007795,The University of Leeds,2019/20,England,Yorkshire and The Humber,14.1,43.5,77.6,220,45.6,2.1,,43.07,54.977,6.524,5.322,HESA table-14
10007795,The University of Leeds,2020/21,England,Yorkshire and The Humber,-1.4,57.3,83.3,242,47.4,1.7,9.1,42.966,56.186,7.797,6.051,HESA table-14
10007795,The University of Leeds,2021/22,England,Yorkshire and The Humber,-12.8,69.1,71.6,198,38.1,2.1,7.2,43.658,56.951,7.559,5.792,HESA table-14
10007795,The University of Leeds,2022/23,England,Yorkshire and The Humber,7.4,46.5,79.5,207,35.7,2.1,2.4,45.109,59.618,7.316,5.847,HESA table-14
10007795,The University of Leeds,2023/24,England,Yorkshire and The Humber,28.4,27.3,108.3,268,32.9,2.6,2.7,,,,,HESA table-14
