ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10002718,Goldsmiths College,2017/18,England,London,-0.6,59.9,71.3,83,15.9,1.4,,45.433,50.523,5.393,4.708,HESA table-14
10002718,Goldsmiths College,2018/19,England,London,-19.9,80.8,46.0,72,13.8,1.5,,47.143,52.771,4.815,4.908,HESA table-14
10002718,Goldsmiths College,2019/20,England,London,-0.1,60.4,26.8,68,12.7,1.2,,47.96,55.488,4.9,3.769,HESA table-14
10002718,Goldsmiths College,2020/21,England,London,-10.4,71.5,18.4,58,11.4,1.1,0.8,46.473,55.908,5.057,4.048,HESA table-14
10002718,Goldsmiths College,2021/22,England,London,-23.7,86.2,31.7,85,8.9,1.7,6.2,47.114,53.494,5.073,4.013,HESA table-14
10002718,Goldsmiths College,2022/23,England,London,5.9,57.0,47.5,116,8.4,2.0,5.7,49.998,56.474,4.96,3.893,HESA table-14
10002718,Goldsmiths College,2023/24,England,London,26.9,39.5,75.4,163,8.1,1.8,4.6,,,,,HESA table-14
10002718,Goldsmiths College,2024/25,England,London,2.9,60.8,74.1,139,7.6,2.0,5.9,,,,,HESA table-14
10003212,Hult International Business School Ltd,2019/20,England,London,44.4,13.4,-29.5,8,38.2,0.3,,,,,,HESA table-14
10003212,Hult International Business School Ltd,2020/21,England,London,5.6,38.8,-95.2,210,117.8,0.8,0.6,,,,,HESA table-14
10003212,Hult International Business School Ltd,2021/22,England,London,5.9,42.9,-65.9,100,82.3,0.7,0.1,,,,,HESA table-14
10003212,Hult International Business School Ltd,2022/23,England,London,4.8,43.5,-53.2,113,68.3,0.8,2.8,,,,,HESA table-14
10003212,Hult International Business School Ltd,2023/24,England,London,5.6,45.2,-43.4,128,56.3,0.9,1.6,,,,,HESA table-14
10003212,Hult International Business School Ltd,2024/25,England,London,6.0,47.0,-35.5,109,47.3,1.0,0.7,,,,,HESA table-14
10003239,ICON College of Technology and Management,2019/20,England,London,35.5,15.7,85.2,415,0.0,13.7,,,,,,HESA table-14
10003239,ICON College of Technology and Management,2020/21,England,London,38.8,14.8,111.1,582,0.1,4.0,2344.0,,,,,HESA table-14
10003239,ICON College of Technology and Management,2021/22,England,London,-56.3,15.8,20.9,76,16.3,1.3,0.0,,,,,HESA table-14
10003239,ICON College of Technology and Management,2022/23,England,London,16.4,30.9,40.2,169,18.3,1.7,0.0,,,,,HESA table-14
10003239,ICON College of Technology and Management,2023/24,England,London,8.5,31.3,44.0,184,13.3,1.7,0.0,,,,,HESA table-14
10003239,ICON College of Technology and Management,2024/25,England,London,7.0,35.3,44.4,142,10.9,1.9,0.0,,,,,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2015/16,England,London,6.9,50.1,127.7,85,30.7,0.9,,,,,,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2016/17,England,London,8.3,48.4,134.4,149,56.6,1.2,,51.542,,6.888,8.803,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2017/18,England,London,8.6,48.1,134.0,130,53.7,1.1,,53.286,65.437,6.718,8.755,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2018/19,England,London,-5.2,60.6,120.6,102,50.8,1.1,,54.541,68.694,6.564,8.075,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2019/20,England,London,6.3,48.2,139.9,132,52.2,1.0,,56.564,70.744,6.029,7.427,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2020/21,England,London,2.1,55.0,145.7,154,48.4,1.1,4.3,58.789,74.043,5.8,7.566,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2021/22,England,London,-8.3,64.8,121.1,130,44.0,1.2,1.9,59.972,77.186,6.086,9.414,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2022/23,England,London,2.3,50.9,113.4,126,39.6,1.1,1.9,63.19,81.926,5.934,5.998,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2023/24,England,London,18.6,34.2,129.7,134,37.2,1.0,3.1,,,,,HESA table-14
10003270,"Imperial College of Science, Technology and Medicine",2024/25,England,London,6.6,51.3,121.6,104,32.6,1.1,5.1,,,,,HESA table-14
10003284,Inchbald School of Design Limited,2020/21,England,London,-55.6,66.3,115.9,144,0.0,7.6,0.0,,,,,HESA table-14
10003284,Inchbald School of Design Limited,2021/22,England,London,-11.9,46.8,59.3,67,0.0,2.0,0.0,,,,,HESA table-14
10003284,Inchbald School of Design Limited,2022/23,England,London,0.5,41.1,51.1,101,0.0,1.5,0.0,,,,,HESA table-14
10003284,Inchbald School of Design Limited,2023/24,England,London,1.6,37.0,51.9,44,0.0,1.9,0.0,,,,,HESA table-14
10003284,Inchbald School of Design Limited,2024/25,England,London,-8.7,46.6,59.5,162,0.0,1.2,0.0,,,,,HESA table-14
10003324,The Institute of Cancer Research,2015/16,England,London,32.1,37.6,98.9,279,0.0,5.8,,,,,,HESA table-14
10003324,The Institute of Cancer Research,2016/17,England,London,11.8,49.4,156.1,298,0.0,5.7,,45.21,,5.95,4.981,HESA table-14
10003324,The Institute of Cancer Research,2017/18,England,London,18.4,46.4,174.7,274,0.0,6.9,,46.433,44.709,5.879,4.869,HESA table-14
10003324,The Institute of Cancer Research,2018/19,England,London,14.4,55.2,147.6,259,0.0,7.7,,47.377,47.568,5.847,5.13,HESA table-14
10003324,The Institute of Cancer Research,2019/20,England,London,22.9,38.5,209.7,312,0.0,5.6,,47.125,47.267,6.196,5.313,HESA table-14
10003324,The Institute of Cancer Research,2020/21,England,London,12.2,50.2,228.2,291,0.0,4.9,0.0,49.055,50.649,6.197,5.259,HESA table-14
10003324,The Institute of Cancer Research,2021/22,England,London,-1.4,65.9,202.7,180,0.0,4.0,0.0,50.496,51.98,8.001,6.377,HESA table-14
10003324,The Institute of Cancer Research,2022/23,England,London,2.7,51.1,245.3,179,0.0,3.8,0.0,54.55,52.61,7.406,6.062,HESA table-14
10003324,The Institute of Cancer Research,2023/24,England,London,17.0,29.9,287.2,243,0.0,4.7,0.0,,,,,HESA table-14
10003324,The Institute of Cancer Research,2024/25,England,London,-18.8,67.2,282.0,121,0.0,3.7,0.0,,,,,HESA table-14
10003331,Regent's University London,2018/19,England,London,-1.3,48.8,44.3,44,0.0,0.9,,,,,,HESA table-14
10003614,The University of Winchester,2015/16,England,South East,4.6,50.5,180.4,171,81.8,3.3,,,,,,HESA table-14
10003614,The University of Winchester,2016/17,England,South East,7.0,51.8,181.6,192,42.3,4.1,,39.497,,5.469,5.339,HESA table-14
10003614,The University of Winchester,2017/18,England,South East,2.6,52.4,179.4,208,51.1,4.0,,40.592,52.471,5.395,5.329,HESA table-14
10003614,The University of Winchester,2018/19,England,South East,-3.6,58.2,167.4,71,48.4,1.2,,42.815,56.261,5.302,5.297,HESA table-14
10003614,The University of Winchester,2019/20,England,South East,1.8,56.7,146.6,112,71.2,2.4,,43.354,56.098,5.374,5.322,HESA table-14
10003614,The University of Winchester,2020/21,England,South East,5.9,53.9,154.6,175,67.1,3.3,6.0,40.614,54.307,5.368,5.448,HESA table-14
10003614,The University of Winchester,2021/22,England,South East,0.1,58.0,186.5,191,63.8,3.5,3.7,42.574,54.834,4.909,4.616,HESA table-14
10003614,The University of Winchester,2022/23,England,South East,-4.0,59.0,197.5,160,59.8,3.4,0.6,44.893,56.542,4.901,4.668,HESA table-14
10003614,The University of Winchester,2023/24,England,South East,-1.7,57.9,198.9,157,59.4,4.0,0.3,,,,,HESA table-14
10003614,The University of Winchester,2024/25,England,South East,3.0,56.8,212.1,180,60.9,4.1,2.5,,,,,HESA table-14
10003645,King's College London,2015/16,England,London,3.2,54.6,94.2,167,41.2,1.7,,,,,,HESA table-14
10003645,King's College London,2016/17,England,London,1.8,56.1,90.2,124,38.7,1.4,,50.407,,6.943,7.018,HESA table-14
10003645,King's College London,2017/18,England,London,-0.2,56.0,84.2,83,35.5,1.0,,52.186,57.878,6.707,6.772,HESA table-14
10003645,King's College London,2018/19,England,London,-20.8,75.3,58.7,46,32.8,0.9,,52.811,60.552,6.627,6.485,HESA table-14
10003645,King's College London,2019/20,England,London,10.0,46.3,119.2,94,30.5,1.0,,51.829,59.33,6.753,6.701,HESA table-14
10003645,King's College London,2020/21,England,London,3.6,55.9,118.1,152,39.4,1.3,6.2,52.344,60.501,5.655,5.714,HESA table-14
10003645,King's College London,2021/22,England,London,-21.5,79.5,81.7,104,35.8,1.2,7.0,54.254,61.707,5.456,5.409,HESA table-14
10003645,King's College London,2022/23,England,London,10.4,48.7,81.3,132,33.1,1.3,3.0,55.49,55.518,5.316,5.492,HESA table-14
10003645,King's College London,2023/24,England,London,25.7,32.3,103.3,134,31.7,1.2,1.2,,,,,HESA table-14
10003645,King's College London,2024/25,England,London,2.9,58.2,99.0,93,28.9,1.2,3.8,,,,,HESA table-14
10003678,Kingston University,2015/16,England,London,0.4,53.1,149.1,287,41.3,3.8,,,,,,HESA table-14
10003678,Kingston University,2016/17,England,London,-7.0,57.8,162.7,229,48.5,1.3,,41.681,,5.014,4.175,HESA table-14
10003678,Kingston University,2017/18,England,London,-6.6,58.2,177.2,178,48.7,2.5,,40.708,53.534,6.387,5.826,HESA table-14
10003678,Kingston University,2018/19,England,London,-3.6,58.0,164.0,135,46.7,1.9,,43.158,53.881,6.14,5.652,HESA table-14
10003678,Kingston University,2019/20,England,London,-0.3,56.1,129.7,166,42.5,2.6,,45.488,58.184,5.936,5.522,HESA table-14
10003678,Kingston University,2020/21,England,London,-5.9,62.9,135.7,216,43.6,2.7,3.5,46.599,57.284,6.116,5.783,HESA table-14
10003678,Kingston University,2021/22,England,London,-5.5,60.4,182.2,227,36.6,2.2,5.4,47.057,60.633,6.375,6.011,HESA table-14
10003678,Kingston University,2022/23,England,London,-0.8,55.5,174.0,214,34.3,2.4,1.4,49.567,63.765,6.234,5.636,HESA table-14
10003678,Kingston University,2023/24,England,London,3.3,52.4,171.3,197,32.4,2.2,1.6,,,,,HESA table-14
10003678,Kingston University,2024/25,England,London,2.4,52.5,168.5,174,30.6,2.2,3.0,,,,,HESA table-14
10003758,LAMDA Limited,2018/19,England,London,-2.0,40.5,197.4,43,44.6,0.9,,,,,,HESA table-14
10003758,LAMDA Limited,2019/20,England,London,-17.1,53.7,226.6,8,53.3,0.5,,,,,,HESA table-14
10003758,LAMDA Limited,2020/21,England,London,-9.8,46.1,206.6,59,62.6,0.3,1.2,,,,,HESA table-14
10003758,LAMDA Limited,2021/22,England,London,0.2,34.7,168.4,72,47.9,1.2,2.2,,,,,HESA table-14
10003758,LAMDA Limited,2022/23,England,London,14.5,32.9,141.9,94,33.6,1.6,6.2,,,,,HESA table-14
10003758,LAMDA Limited,2023/24,England,London,4.8,37.4,138.6,108,27.6,1.6,3.9,,,,,HESA table-14
10003758,LAMDA Limited,2024/25,England,London,0.5,40.2,136.8,95,21.5,1.9,0.9,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2019/20,England,London,2.1,30.7,-6.2,197,0.0,1.0,,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2020/21,England,London,-32.9,44.1,-55.1,113,90.7,0.5,-1.3,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2021/22,England,London,-19.9,36.1,-65.4,143,77.3,0.5,3.6,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2022/23,England,London,-2.4,29.8,-44.6,129,49.2,0.6,3.7,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2023/24,England,London,-2.6,32.4,-40.8,84,41.4,1.6,-0.2,,,,,HESA table-14
10003798,Le Cordon Bleu Limited,2024/25,England,London,-10.9,35.5,-53.9,47,43.6,0.5,-0.6,,,,,HESA table-14
10003854,Leeds Arts University,2015/16,England,Yorkshire and The Humber,15.3,51.0,127.5,471,1.3,7.9,,,,,,HESA table-14
10003854,Leeds Arts University,2016/17,England,Yorkshire and The Humber,15.6,54.2,141.0,451,0.0,7.2,,33.133,,4.98,4.623,HESA table-14
10003854,Leeds Arts University,2017/18,England,Yorkshire and The Humber,18.1,52.0,149.6,254,0.0,2.7,,34.076,36.413,5.018,4.682,HESA table-14
10003854,Leeds Arts University,2018/19,England,Yorkshire and The Humber,10.2,54.4,131.8,155,0.0,3.1,,35.347,38.135,5.064,4.745,HESA table-14
10003854,Leeds Arts University,2019/20,England,Yorkshire and The Humber,13.0,53.8,104.9,347,33.6,10.9,,34.609,38.837,5.374,4.674,HESA table-14
10003854,Leeds Arts University,2020/21,England,Yorkshire and The Humber,12.4,55.6,119.2,438,29.6,9.8,10.2,34.581,38.379,5.379,4.564,HESA table-14
10003854,Leeds Arts University,2021/22,England,Yorkshire and The Humber,10.6,58.4,174.9,500,27.1,11.8,7.8,35.193,39.552,5.37,4.586,HESA table-14
10003854,Leeds Arts University,2022/23,England,Yorkshire and The Humber,6.3,60.0,196.6,396,0.0,11.0,0.5,38.965,43.736,5.056,4.38,HESA table-14
10003854,Leeds Arts University,2023/24,England,Yorkshire and The Humber,8.3,60.3,204.1,371,0.0,10.1,0.0,,,,,HESA table-14
10003854,Leeds Arts University,2024/25,England,Yorkshire and The Humber,5.3,63.5,212.5,347,0.0,15.2,0.0,,,,,HESA table-14
10003861,Leeds Beckett University,2015/16,England,Yorkshire and The Humber,4.6,52.5,58.9,176,44.7,2.7,,,,,,HESA table-14
10003861,Leeds Beckett University,2016/17,England,Yorkshire and The Humber,1.9,55.7,76.1,180,43.7,2.9,,39.108,,5.677,5.115,HESA table-14
10003861,Leeds Beckett University,2017/18,England,Yorkshire and The Humber,2.5,55.8,86.2,181,43.0,2.9,,39.505,41.047,5.721,5.269,HESA table-14
10003861,Leeds Beckett University,2018/19,England,Yorkshire and The Humber,-7.9,60.5,59.3,127,41.8,2.1,,40.883,42.015,5.65,5.306,HESA table-14
10003861,Leeds Beckett University,2019/20,England,Yorkshire and The Humber,-4.7,61.3,13.8,134,50.5,2.1,,43.295,51.139,5.428,5.255,HESA table-14
10003861,Leeds Beckett University,2020/21,England,Yorkshire and The Humber,-8.4,59.0,14.1,128,51.3,2.0,0.5,44.134,53.79,5.325,5.125,HESA table-14
10003861,Leeds Beckett University,2021/22,England,Yorkshire and The Humber,-2.3,62.0,99.2,187,45.4,2.2,2.3,44.081,45.684,5.399,5.145,HESA table-14
10003861,Leeds Beckett University,2022/23,England,Yorkshire and The Humber,-2.7,59.4,117.6,183,34.2,2.0,1.1,47.26,51.986,5.375,5.156,HESA table-14
10003861,Leeds Beckett University,2023/24,England,Yorkshire and The Humber,-1.1,55.1,108.4,158,31.8,2.1,1.5,,,,,HESA table-14
10003861,Leeds Beckett University,2024/25,England,Yorkshire and The Humber,6.0,52.7,120.3,223,33.9,2.8,6.4,,,,,HESA table-14
10003863,Leeds Trinity University,2015/16,England,Yorkshire and The Humber,6.9,55.8,62.9,99,11.6,2.3,,,,,,HESA table-14
10003863,Leeds Trinity University,2016/17,England,Yorkshire and The Humber,2.0,60.0,76.9,44,10.4,1.1,,33.911,,4.925,4.425,HESA table-14
10003863,Leeds Trinity University,2017/18,England,Yorkshire and The Humber,2.9,58.8,84.5,187,34.2,3.3,,36.263,43.975,4.688,4.117,HESA table-14
10003863,Leeds Trinity University,2018/19,England,Yorkshire and The Humber,-0.8,63.4,63.7,200,32.0,3.2,,38.638,48.253,4.71,4.101,HESA table-14
10003863,Leeds Trinity University,2019/20,England,Yorkshire and The Humber,7.5,58.1,23.0,231,27.1,4.9,,38.122,47.262,5.115,4.339,HESA table-14
10003863,Leeds Trinity University,2020/21,England,Yorkshire and The Humber,9.9,56.7,47.5,268,20.1,5.0,11.4,39.53,47.287,4.756,4.39,HESA table-14
10003863,Leeds Trinity University,2021/22,England,Yorkshire and The Humber,12.1,56.1,101.7,319,15.6,4.5,16.0,38.745,40.636,4.904,4.676,HESA table-14
10003863,Leeds Trinity University,2022/23,England,Yorkshire and The Humber,6.9,57.3,105.8,241,12.2,4.7,6.6,42.333,42.272,4.677,4.449,HESA table-14
10003863,Leeds Trinity University,2023/24,England,Yorkshire and The Humber,2.8,60.3,98.4,143,10.2,2.1,2.1,,,,,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2015/16,England,North West,9.3,58.3,133.4,194,24.8,2.1,,,,,,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2016/17,England,North West,6.4,58.0,137.2,176,23.5,2.2,,36.667,,4.118,3.428,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2017/18,England,North West,14.6,55.0,137.4,240,16.4,2.6,,36.157,40.487,4.287,3.47,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2018/19,England,North West,7.9,57.9,136.3,164,10.9,1.4,,38.289,42.867,4.127,3.668,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2019/20,England,North West,15.4,55.2,141.0,115,5.9,1.2,,37.208,42.212,4.3,3.963,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2020/21,England,North West,-1.8,67.0,163.6,116,3.4,1.3,2.6,39.691,45.721,4.031,5.463,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2021/22,England,North West,5.6,63.6,151.9,133,0.0,2.0,2.4,40.766,46.467,3.385,3.421,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2022/23,England,North West,2.4,63.9,151.0,120,0.0,2.4,0.0,43.331,47.826,3.485,3.367,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2023/24,England,North West,3.7,64.4,142.6,108,0.0,2.5,0.0,,,,,HESA table-14
10003945,The Liverpool Institute for Performing Arts,2024/25,England,North West,1.0,66.0,136.2,75,0.0,2.1,0.0,,,,,HESA table-14
10003956,Liverpool Hope University,2015/16,England,North West,8.8,52.8,179.3,95,25.5,2.0,,,,,,HESA table-14
10003956,Liverpool Hope University,2016/17,England,North West,7.0,54.6,200.2,122,24.9,3.0,,34.219,,7.744,7.306,HESA table-14
10003956,Liverpool Hope University,2017/18,England,North West,5.5,56.0,212.8,131,23.6,3.4,,35.426,40.288,7.763,7.319,HESA table-14
10003956,Liverpool Hope University,2018/19,England,North West,3.2,57.2,203.3,148,22.9,3.5,,37.794,44.595,7.753,7.313,HESA table-14
10003956,Liverpool Hope University,2019/20,England,North West,6.1,63.6,200.1,198,22.7,5.3,,38.271,45.895,7.839,7.62,HESA table-14
10003956,Liverpool Hope University,2020/21,England,North West,10.8,60.3,197.9,282,20.0,5.3,11.9,38.17,45.131,7.859,7.605,HESA table-14
10003956,Liverpool Hope University,2021/22,England,North West,5.9,62.7,258.8,286,16.8,6.4,5.9,39.216,45.148,7.752,7.481,HESA table-14
10003956,Liverpool Hope University,2022/23,England,North West,4.0,62.6,285.0,206,5.5,3.1,4.3,42.775,48.293,6.289,6.4,HESA table-14
10003956,Liverpool Hope University,2023/24,England,North West,-1.1,64.0,299.3,150,5.0,3.1,0.0,,,,,HESA table-14
10003956,Liverpool Hope University,2024/25,England,North West,-1.9,65.6,321.0,139,4.3,3.5,-3.6,,,,,HESA table-14
